"idx","news_date","news_title","news_text_sm","url_in","news_writer","tags_string","thumb_addr","news_key"
45,"2022.06.10","""너무 복잡해"" 클라우드 앱 개발 문제?그래프QLㆍ슈퍼그래프로 해법 찾는다",우리는 클라우드 컴퓨팅의 황금시대에 살고 있다. 사용자에겐 경이롭다. 그러나 개발자에게는 총체적 난국이다.?전통적인 모놀리식(monolithic) 애플리케이션 아키텍처는 문제가 많은 대신 비교적 간단하다. 앱 서버와 데이터베이스를 브라...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/239514,Paul Krill,,https://www.itworld.co.kr/files/itworld/ITW_202206_01/GettyImages-457707001.300x240.jpg,그래프QL
46,"2022.06.10",웹 앱 프레임워크 ‘앵귤러 14’ 출시?“형식화된 폼과 독립형 요소 지원”,구글에서 개발한 타입스크립트(TypeScript) 기반 웹 애플리케이션 프레임워크의 최신 버전 ‘앵귤러 14(Angular 14)’가 출시됐다. 최신 프레임워크는 독립 실행형 구성 요소의 개발자 미리보기와 형식화된 폼 등을 제공한다.?&nb...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/239454,Anirban Ghoshal,,https://www.itworld.co.kr/files/ciokr/2022/06/GettyImages-1192886450.300x240.jpg,구글
47,"2022.06.13","로지텍-우아한형제들, 개발자 대상 브랜드 콜라보 진행",로지텍 코리아가 배달의민족 운영사인 우아한형제들의 기술조직을 알리는 ‘우아한테크’와 브랜드 콜라보를 진행한다고 밝혔다.?콜라보의 시작으로 지난 7일 우아한형제들의 ‘테크살롱’에 로지텍의 신제품 체험존을 열었다. 테크살롱은 우아한형제들이...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/239784,Isaac Sacolick,,https://www.itworld.co.kr/files/itworld/ITW_202206_01/0613_MX.300x240.jpg,로지텍
48,"2022.06.14","IAR 시스템즈, Arm용 IAR 임베디드 워크벤치 최신 버전 발표",IAR 시스템즈는 Arm용 IAR 임베디드 워크벤치(IAR Embedded Workbench for Arm)의 최신 버전을 발표했다. 새로운 버전 9.30은 최신 고성능 Arm 코어텍스-M85 프로세서에 대한 지원을 추가함으로써 Arm 코어 지원 범위...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/240004,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202206_01/0614_IAR_9-30.300x240.png,IAR 시스템즈
49,"2022.06.14","API 디자인, 개발, 테스트를 위한 무료 도구 12선",RESTful API의 인기가 높아지자 API를 생성하고 테스트하고 관리하는 도구도 점점 많이 나오고 있다. 이런 도구는 API를 처음 접하는 초보자부터 마감에 시달리는 전문가까지 쉽게 API를 살펴보고 테스트할 수 있게 도와준다.?다음은...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/239924,Jonny Evans,,https://www.itworld.co.kr/files/itworld/ITW_202206_01/GettyImages-1214340711.300x240.jpg,API
50,"2022.06.14","자바ㆍ자바스크립트용 풀 스택 프레임워크, 제이힙스터의 이해",제이힙스터(JHipster)는 리액티브 프론트 엔드를 사용한 풀 스택 자바 애플리케이션 개발을 쉽게 한다는 원대한 목표로 오래 전에 시작된 자바/자바스크립트 하이브리드 프로젝트다. 제이힙스터 개발팀은 업계의 변화에 보조를 맞춰 꾸준히 새 버전을 내놨는...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/239909,Isaac Sacolick,,https://www.itworld.co.kr/files/itworld/ITW_202206_01/thinkstockphotos-512631514-100688466-large.300x240.jpg,제이힙스터
51,"2022.06.14","""이번엔 성공할까"" 구글, 로우코드 플랫폼 '버텍스 AI' 업데이트","로우코드/노코드 플랫폼에 대한 관심 증가에 따라 구글이 ‘버텍스 AI(Vertex AI)’ 플랫폼을 업데이트했다.?약 1년 전, 구글은 ‘버텍스 AI’를 출시하면서 로우코드 및 노코드 소프트웨어 개발에 큰 베팅을 했다. 한편 업계 애널리스트들...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/239829,Anirban Ghoshal,,https://www.itworld.co.kr/files/ciokr/2022/06/GettyImages-1174418561.300x240.jpg,구글
52,"2022.06.16",“LAMP를 뛰어넘을까?” 차세대 웹 개발 철학 잼스택 안내서,"잼스택(Jamstack)은 점점 인기가 높아지고 있는 웹 개발 방식으로, 웹 개발 및 웹 페이지의 다운로드 속도를 높이기 위해 주로 사용된다. 데브옵스와 CI/CD에서 파생된 잼스택은 인터랙티브 웹 페이지 구축의 오랜 전통을 뒤집었다는 점에서 주목받고...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/240399,Serdar Yegulalp,,https://www.itworld.co.kr/files/itworld/ITW_202206_01/GettyImages-1256727964.300x240.jpg,잼스택
53,"2022.06.16","""새로운 개발자 경험이 온다"" 2022년 SW 트렌드 총정리",전 세계적으로 사회의 양상을 근본적으로 바꿔버린 바이러스 대유행 사태가 잦아든 지금 우리는 2022년 중반에 와 있다. 지난 2년의 변화 중에서 가장 주목할 만한 것은 디지털 인프라의 필요성이 높아지고 이에 크게 의존했다는 점이다. 시스템 관리자가 새...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/240349,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202206_01/GettyImages-1209979989.300x240.jpg,소프트웨어
54,"2022.06.17",예측 수치만으로 SW 엔지니어링을 통제하면 안 되는 이유,"대다수의 소프트웨어 엔지니어링 예측은 무가치하다. 기업이 잘못된 방법이나 툴을 사용하기 때문이 아니다. 작업 분석 구조 또는 유추 기반? 기계적 또는 판단적 조합? 기능, 이용 사례, 또는 스토리 포인트? SEER-SEM, WMFP, 또는 와이드밴드 ...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/240559,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/GettyImages-1255548521.300x240.jpg,엔지니어링
55,"2022.06.20",팀즈 서드파티 앱의 확장성을 높이는 ‘라이브 셰어 SDK’,"팀즈(Teams)는 이전에도 마이크로소프트에서 전략적으로 중요한 제품이었지만, 코로나 사태 이후 그 위상이 더 높아졌다. 많은 기업이 재택근무를 선택하면서 하이브리드 업무 방식을 도입하는 게 점점 더 중요해지고 있기 때문이다.?팀즈는 보통...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/240889,Paul Krill,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/teams-live-share-schematics-s.300x240.jpg,팀즈
56,"2022.06.21","""애플의 보안 철학을 담은"" 기업용 보안 툴 2가지","WWDC는 애플의 다양한 신제품과 함께 애플이 가지고 있는 기술 철학도 엿볼 수 있는 행사다. 올해도 다양한 애플의 개발 도구가 쏟아져 나온 가운데, 특히 보안 관련 발표에서 주목할 만한 기술이 있었다. 관리형 장치 증명(Managed Device A...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241134,편집부,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/GettyImages-1127147602-s.300x240.jpg,애플
57,"2022.06.21",소프트웨어 보안의 필수품 '서드파티 라이브러리 목록',"웨스 웰스가 이끄는 인스턴트 커넥트 소프트웨어(Instant Connect Software) 팀은 오래전부터 무엇보다 보안을 중요시해왔다.인스턴트 커넥트 소프트웨어는 LTE, 5G, MANET을 포함한 다양한 사설 및 공용 네트워크를 통해 모바일,...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241099,Serdar Yegulalp,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/GettyImages-1179804811.300x240.jpg,SBOM
58,"2022.06.21","VS 코드용 C# 확장, 언어 서버 프로토콜(LSP)로 옮긴다",마이크로소프트가 비주얼 스튜디오 코드(Visual Studio Code)의 C# 확장을 크게 변경할 계획이다. 언어 서버 프로토콜(Language Server Protocol; LSP)을 통해 인텔리센스(IntelliSense)와 같은 비개방형 소스 ...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/240934,Aviad Mizrachi,,https://www.itworld.co.kr/files/ciokr/2022/06/1100735444-large.300x240.jpg,마이크로소프트
59,"2022.06.22","""스킬 격차가 아니라 도구 격차"" 노코드 테스트 자동화 툴이 필요한 이유","덴마크 노코드 자동화 플랫폼 기업 ‘리프워크(Leapwork)’의 공동 설립자 겸 CEO 크리스티안 브링크 프레데릭센과 함께 왜 수많은 기업이 ‘테스트 자동화’를 성공적으로 도입 및 확장하지 못하는지, 노코드 테스트 자동화가 어떻게 도움이 되는지 이야...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241139,Anirban Ghoshal,,https://www.itworld.co.kr/files/ciokr/2022/06/GettyImages-1280682080.300x240.jpg,소프트웨어 테스트
60,"2022.06.23",CI/CD에서 한 단계 더 나아간 '지속적 배포 자동화' 5가지 준비,"많은 기업이 소프트웨어 개발 워크플로우의 효율성을 높이기 위해 지속적 통합/지속적 제공(Continuous integration/Continuous Delivery, CI/CD) 파이프라인을 앞다퉈 구축했다. 그런데 여기서 더 나아가서 CI/CD 파이...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241504,Neal Weinberg,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/GettyImages-1400564748.300x240.jpg,CI/CD
61,"2022.06.23","""3일만에 FSR 2.0 구현 가능"" AMD, 개발자용 FSR 2.0 지원 페이지 공개","AMD의 FSR 2.0(피델리티 FX 슈퍼 레졸루션 2.0)은 네이티브 렌더링과 달리 시스템 부하를 줄이면서 그래픽 요구 사항이 높은 게임을 디스플레이에 표현하는 흥미로운 기술이다. 유사 기술로는 엔비디아의 DLSS가 있고, FSR 2.0은 데스룹이나...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241424,Matthew Tyson,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/amd-super-resolution-microsoft-flight-simulator.300x240.jpg,FSR
62,"2022.06.23","""공정 사용 논란에도?"" 깃허브, AI 코딩 비서 '코파일럿' 출시",깃허브가 (아직 논란의 여지가 있긴 하지만) AI 기반 코딩 비서 ‘코파일럿’을 GA(Generally Available) 버전으로 출시했다.?깃허브 코파일럿의 비용은 월 10달러 또는 연간 100달러다. 하지만 인기 있는 오픈소스 프로젝트의...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241419,Anirban Ghoshal,,https://www.itworld.co.kr/files/ciokr/2022/06/GettyImages-905028734.300x240.jpg,깃허브
63,"2022.06.24",가장 인기 있는 웹어셈블리 언어는 '러스트',웹어셈블리 앱을 개발할 때 가장 자주 사용하는 프로그래밍 언어는 러스트(Rust)인 것으로 나타났다. 전반적인 웹어셈블리 사용도 점점 늘고 있는 것으로 조사됐다.지난 6월 20일 소프트웨어 컨설팅 업체 스콧 로직(Scott Logic)이 공개한 '...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241729,Hans Dockter,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/rustking.300x240.jpg,러스트
64,"2022.06.24",“개발자 85%는 원격근무 중”,"스택 오버플로우(Stack Overflow)의 ‘2022 개발자 설문조사(2022 Developer Survey)’ 결과에 따르면 대부분의 개발자가 원격에서 작업하고 있으며, 좋아하는 기술을 쓸 수 있는 유연한 환경을 선호하는 것으로 나타났다.&nbs...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241684,Matthew Tyson,,https://www.itworld.co.kr/files/ciokr/2022/06/GettyImages-1284034418.300x240.jpg,소프트웨어 개발자
65,"2022.06.27","샌드박스네트워크, 1,200만 원 규모의 로블록스 공모전 개최…청소년 및 성인 참여 가능","샌드박스네트워크가 메타버스 크리에이터 생태계 활성화를 위해 ‘2022 샌드박스네트워크 로블록스 공모전’을 개최한다고 밝혔다. 로블록스는 유저가 직접 게임 콘텐츠를 제작할 수 있는 글로벌 메타버스 게임 플랫폼이다.총 1,200만 원 규모의 상금의 이...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/242009,Serdar Yegulalp?,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/0627_sandbox.300x240.jpg,샌드박스네트워크
66,"2022.06.27","오픈소스 MPP 데이터 웨어하우스, ‘아파치 도리스’란?","‘그’가 누구이고, 어떤 학교에 다녔는지 궁금한가? ‘아파치 도리스(Apache Doris)’는 아파치 인큐베이터(Apache Incubator)에서 개발한 오픈소스 MPP 분석 데이터 웨어하우스다. 지난주 아파치 소프트웨어 재단(Apache Soft...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241999,Jonny Evans,,https://www.itworld.co.kr/files/ciokr/2022/06/GettyImages-172588019.300x240.jpg,오픈소스
67,"2022.06.27",젯브레인스 플릿 리뷰 | VS 코드 위협하는 차세대 다중 언어 IDE,젯브레인스 플릿(JetBrains Fleet)은 통합 개발 환경(IDE) 전체를 새롭게 재구축하고자 하는 젯브레인스가 내놓은 새로운 다중 언어 프로그래밍 편집기 및 IDE다. 젯브레인스는 인텔리J 아이디어(IntelliJ IDEA)와 같이 코드를 중심...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/241974,Aviad Mizrachi,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/digital.300x240.jpg,젯브레인플릿
68,"2022.06.28","""웹 개발의 현재와 미래"" 주목해야 할 CSS 신기능 7가지",CSS(Cascading Style Sheets)는 1996년에 처음 등장한 이후 지금까지 웹 개발 스택의 필수적인 부분으로 자리잡으며 계속 발전하고 있다. 다른 언어와 마찬가지로 CSS도 환경에 대응하여 끊임없이 새로운 기능을 내놓고 있다. 발전 속...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/242174,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/GettyImages-152256409.300x240.jpg,CSS
69,"2022.06.29",애플리케이션 성능을 높이기 위한 데브옵스 베스트 프랙티스 7가지,"데브옵스(DevOps)는 생산 중인 애플리케이션 배포와 신뢰성을 개선하기 위한 개발자와 운영팀 사이의 협업과 관련된 개발 문화다. 데브옵스 베스트 프랙티스의 보편적인 목적은 더욱 탄탄한 자동화를 통해 개발팀과 운영팀의 경계에서 관리되는, 오류에 취약한...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/242524,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/m29-GettyImages-1065204826.300x240.jpg,데브옵스
70,"2022.06.29","퀸텟시스템즈, 로우코드 개발 플랫폼 ‘CALS’ 출시",퀸텟시스템즈는 올인원 클라우드 애플리케이션 개발도구 ‘CALS(Cloud At the Light)’로 로우코드 개발 시장 공략에 나선다고 밝혔다.?CALS는 클라우드를 기반으로 소프트웨어를 자동 개발할 수 있는 로우코드 개발 플랫폼이다...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/242399,Serdar Yegulalp?,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/0629_CALS.300x240.jpg,퀸텟시스템즈
71,"2022.06.29","‘ECMA스크립트 2022’ 공식 승인?“새 클래스 요소, 최상위 await 지원”","자바스크립트의 뒤를 잇는 공식 표준의 다음 업데이트인 ‘ECMA스크립트 2022(ECMAScript 2022)’가 공식 승인됐다. 이번 릴리즈는 클래스 요소, 최상위 await 등의 새로운 기능을 제공한다.??지난 6월 22일...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/242329,Neal Weinberg,,https://www.itworld.co.kr/files/ciokr/2022/06/GettyImages-1029147466.300x240.jpg,ECMA스크립트
72,"2022.06.30","""클라우드 네이티브로 한 걸음 더 가까이"" 다가간 자바 프레임워크 8종",자바 프로그래밍 언어는 처음 등장한 후 30년 가까운 시간 동안 임베디드 칩부터 대규모 서버 팜에 이르기까지 도처에서 활발히 사용되고 있다. 자바가 가진 견고한 가상머신과 방대한 라이브러리의 조합은 어디에서나 실행되는 코드를 쓰기 위한 풍성한 생태계를...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/242709,Matt Asay,,https://www.itworld.co.kr/files/itworld/ITW_202206_02/GettyImages-1181634119.300x240.jpg,자바
73,"2022.07.04",‘개발자의 성지’가 꿈꾸는 미래는? 스택오버플로우 CEO의 비전,개발자가 애용하는 사이트 중 하나인 스택오버플로우의 CEO 프라샨트 찬드라세카르는 회사의 발전가능성이 아직도 무궁무진하다고 믿는다.??스택오버플로우는 글로벌 개발자 커뮤니티에 깊숙이 자리 잡고 있다. 모든 개발자가 애용하는 이...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/243034,편집부,,https://www.itworld.co.kr/files/ciokr/2022/06/pc2.300x240.jpg,스택오버플로우
74,"2022.07.04","KLA 코리아, 청소년 대상 ‘로봇 및 STEM 융합 교육' 제공하는 장학 프로그램 진행",KLA가 경기 화성 및 수원 지역 청소년을 대상으로 창의 융합 인재 육성을 위한 장학 프로그램을 진행한다고 밝혔다.KLA 코리아는 2021년 코로나19 상황에서도 12팀의 청소년 대표들을 선발해 학생들이 미국 FIRST 재단의 FIRST 테크 챌린...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/242994,Tim Ferrill,,https://www.itworld.co.kr/files/itworld/ITW_202207_01/0704_kla.300x240.jpg,KLA 코리아
75,"2022.07.04","그렙, ‘데이터 사이언스 과제 테스트 무료 체험’ 참가 기업 모집",개발자 성장 플랫폼 ‘프로그래머스(programmers)’를 운영하는 그렙이 AI·데이터 전문가 채용 기업을 위한 ‘데이터 사이언스 과제 테스트 무료 체험 이벤트’를 진행한다고 밝혔다.?데이터 사이언스 과제 테스트는 AI·데이터 전문가...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/242909,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202207_01/0704_program.300x240.jpg,프로그래머스
