"idx","news_date","news_title","news_text_sm","url_in","news_writer","tags_string","thumb_addr"
25,"2023.05.15 07:49",로그프레소 조달청 나라장터에 '로그프레소 소나' 등록,로그프레소가 보안관리플랫폼 ‘로그프레소 소나4.0’을 조달청 나라장터에 등록했다고 밝혔다. 로그프레소는 이번 등록을 통해 공공시장 공략을 강화해 20% 이상의 점유율을 확보한다는 목표다.로그프레소 소나4.0은 온프레미스 환경의 통합로그관리를 비롯해 클라우드와 서비스형 소프트웨어(SaaS)까지 100여가지 이상의 제품 및 서비스와 통합해 보안관제를 수행할 수 있는 원 플랫폼이다. 라이선스 추가만으로도 기존 통합로그시스템 체계를 통합 보안관제시스템으로 손쉽게 업그레이드할 수 있는 장점이 있다. 소나4.0을 도입하는 공공기관은 각 기관별,https://www.itbiznews.com//news/articleView.html?idxno=98930&page=2&total=1090,오현식,"#로그프레소,#로그프레소 소나,#보안관리플랫폼,#SIEM,#로그관리",https://www.cwn.kr./thumbnail/202305/98930_94819_5314_v150.jpg
26,"2023.05.10 08:24",LGU  숭실대와 사이버보안 분야 전문인재 양성 ‘맞손’,LG유플러스가 숭실대학교와 채용연계형 계약학과인 정보보호학과를 신설하고 사이버보안 분야에 특화된 전문인재 양성에 나선다고 밝혔다. LG유플러스가 대학교와 손을 잡고 계약학과를 만든 것은 이번이 처음이다.정보보호학과 설립은 LG유플러스가 개인정보보호·정보보안 강화를 위해 발표한 ‘사이버 안전혁신안’의 일환으로 추진된 것이다.LG유플러스는 이번 협약을 통해 국가 차원의 보안 전문 인재 양성에 기여하고 육성된 전문 인력을 채용함으로써 정보보안 역량을 지속적으로 높여 나간다는 계획이다.숭실대는 IT대학 내 정보보호학과를 신설하고 2024,https://www.itbiznews.com//news/articleView.html?idxno=98456&page=2&total=1090,오현식,"#LG유플러스,#개인정보보호,#사이버 보안,#숭실대,#정보보호학과,#채용연계형 계약학과",https://www.cwn.kr./thumbnail/202305/98456_94332_217_v150.jpg
27,"2023.05.10 06:00",이니텍 ‘다큐제로’ kt M&S와 첫 계약 체결,이니텍이 종이문서를 데이터로 변환해주는 서비스 다큐제로(DOCUZERO)와 KT 공인전자문서센터의 공동상품 첫 계약을 KT그룹의 유무선 통신상품 및 서비스 판매 자회사인 kt M&S와 체결했다고 밝혔다.이니텍 다큐제로와 KT 공인전자문서센터의 공동상품은 배송부터 종이문서 전자화 작업 보관 열람 증명 다운로드까지 원스톱으로 제공되는 전자화작업장 서비스다.타임스탬프 전자서명 등 다양한 기능을 제공하며 높은 보안성을 제공하는 다큐제로는 올해 초 한국인터넷진흥원(KISA)이 인증하는 ‘전자화 문서관리 규정’에 등록한 바 있다.그간,https://www.itbiznews.com//news/articleView.html?idxno=98534&page=2&total=1090,김소현,"#전자문서,#페이퍼리스 플랫폼,#다큐제로,#kt M&S,#이니텍",https://www.cwn.kr./thumbnail/202305/98534_94400_1024_v150.jpg
28,"2023.05.09 09:51",한싹 코스닥 상장 예비심사 청구…연내 IPO 목표,한싹이 한국거래소에 코스닥 상장을 위한 상장예비심사청구서를 제출하고 본격적인 기업공개(IPO) 절차에 돌입했다. 연내 코스닥 시장 입성을 완료한다는 목표다.상장 예비심사는 한국거래소가 기업의 상장 적격성을 심의하는 단계로 예비심사를 통과하면 금융위원회에 증권신고서를 제출하고 공모를 진행한다. 한싹은 KB증권을 상장주관사로 코스닥 상장을 추진한다.1992년 설립된 한싹은 망간자료전송 솔루션을 중심으로 망분리 환경에 필수적인 망간자료전송과 시스템 보안 통합 패스워드 관리 데이터·개인정보보호를 위한 보안전자팩스 클라우드 보안 등,https://www.itbiznews.com//news/articleView.html?idxno=98352&page=2&total=1090,오현식,"#한싹,#IPO,#코스닥 상장,#기업공개,#보안",https://www.cwn.kr./thumbnail/202305/98352_94234_5911_v150.jpg
29,"2023.05.04 17:00",취약점 노리는 사이버 공격자들…“레지스트리 구성오류 등 허점 노출”,아쿠아시큐리티는 보안리서치팀인 아쿠아노틸러스가 전세계 기업에서 2억5000만개의 아티팩트와 6만5600개의 컨테이너 이미지를 발견했다고 밝혔다. 이는 잘못 구성된 컨테이너 이미지와 레드햇 키 레지스트리 제이프로그 아티팩토리 등을 통해 노출된 것이다.노출된 취약점은 사이버 범죄자가 악용해 중요 기밀 유출 소프트웨어(SW) 공급망 공격 등에 악용될 수 있다. 즉 전세계 다수의 기업들이 사이버공격으로 치명적인 피해를 받을 수 있다는 뜻이다.4일 아쿠아노틸러스에 따르면 전세계 수천여 기업에서 이러한 취약점을 찾을 수 있었는데 포춘,https://www.itbiznews.com//news/articleView.html?idxno=97992&page=2&total=1090,오현식,"#아쿠아시큐리티,#보안 취약점,#구성 오류",https://www.cwn.kr./thumbnail/202305/97992_93943_3630_v150.jpg
30,"2023.05.04 09:08",트렌드마이크로 “글로벌 사이버 위험 지수’ 완화”,글로벌 사이버 위험 지수가 ‘보통’ 수준에 진입했다. 글로벌 사이버 위험 지수는 트렌드마이크로가 사이버 위험 수준을 조사해 발표하는 것으로 ‘보통’ 수준은 조사 이후 처음이다.4일 트렌드마이크로의 ‘2022 하반기 글로벌 사이버 위험 지수 보고서’에 따르면 글로벌 사이버 위험 지수는  0.01을 기록했다. 사이버 위험 지수는 조직의 사이버보안 준비성 점수에서 사이버 위협 점수를 제해 -10에서 10 사이의 숫자로 나타내며 낮을수록 높은 위험 수준을 의미한다.위험 지수의 하락은 사이버위협 감소가 주된 원인으로 분석된다. 사이버위,https://www.itbiznews.com//news/articleView.html?idxno=97947&page=2&total=1090,오현식,"#트렌드마이크로,#사이버 위험 지수,#사이버 위협,#사이버 보안,#사이버 공격",https://www.cwn.kr./thumbnail/202305/97947_93910_4643_v150.jpg
31,"2023.05.03 15:07",파수 中企 보안 관리 툴 ‘파수 매니지드’ 서비스 론칭,파수가 중소기업을 위한 ‘파수 매니지드 서비스’를 출시한다고 밝혔다. 이 서비스는 인력·비용 등의 어려움으로 자체적인 보안 관리가 어려운 중소기업의 보안 운영을 비용효율적으로 해결하도록 하는 것이다.파수 매니지드 서비스는 보안 정책 컨설팅부터 보안 모니터링과 운영을 포함해 임직원 대상의 악성메일 훈련과 암호화·백업까지 포괄 제공돼 보안에 대한 중소기업이 보안에 대한 부담을 해소할 수 있도록 구성된 점이 특징이다. 서비스는 악성메일 훈련인 ‘마인드셋’ 보안 모니터링 ’파수ARM’ 암호화·백업 서비스인 ‘랩소디드라이브’로 구성됐다.,https://www.itbiznews.com//news/articleView.html?idxno=97838&page=2&total=1090,오현식,"#파수,#매니지드 서비스,#보안 서비스,#보안 매니지드 서비스",https://www.cwn.kr./thumbnail/202305/97838_93679_654_v150.jpg
32,"2023.05.03 10:44",펜타시큐리티 암호화 통합 관리 툴 '디아모 컨트롤센터 v4' 출시,펜타시큐리티시스템이 대규모 인프라 환경에 특화된 암호화 통합 관리 툴 '디아모 컨트롤센터 v4'를 출시했다고 전했다.새로 선보인 디아모 컨트롤센터 v4는 금융권·대기업 등 대규모 인프라 환경을 고려해 기획됐다. 펜타시큐리티에 따르면 단일 서버 기준으로 운영되던 기존 버전과 달리 다수 서버 운영을 기준으로 설계돼 대규모 인프라 환경의 암호화 시스템 관리를 단순화하고 비용을 최소화했다.특히 서버·암호화 제품을 번들링하는 그룹 기능이 강화돼 보다 편리하고 세분화해 제품을 관리할 수 있고 그룹별 접근제어 등의 보안 설정을 통해 사용자,https://www.itbiznews.com//news/articleView.html?idxno=97832&page=2&total=1090,오현식,"#암호화,#디아모,#펜타시큐리티,#암호화 관리",https://www.cwn.kr./thumbnail/202305/97832_93668_2626_v150.jpg
33,"2023.05.02 07:00",주니퍼 사이버레이팅 방화벽 평가에서 ‘AAA’ 등급 획득,주니퍼네트웍스는 사이버레이팅의 엔터프라이즈 네트워크 방화벽 평가에서 ‘AAA’ 등급을 받았다고 전했다. 사이버레이팅은 객관적인 제품 테스트와 연구를 통해 사이버 보안 위험에 대한 투명성과 전문 가이드를 제공하는 비영리단체다.사이버레이팅의 테스트에서 주니퍼네트웍스의 SRX4600 시리즈 방화벽은 99.94%라는 가장 높은 보안 효율성 점수를 획득하는 등 4개 테스트 영역에서 최고점을 획득했다.구체적으로 우회 저항성 100% 99.94% 익스플로잇 차단율을 오탐 없이 기록했으며 TLS 1.2와 1.3 모두에서 테스트된 암호화 스위트,https://www.itbiznews.com//news/articleView.html?idxno=97611&page=2&total=1090,오현식,"#주니퍼네트웍스,#방화벽,#차세대 방화벽,#보안 테스트",https://www.cwn.kr./thumbnail/202305/97611_93585_4358_v150.jpg
34,"2023.04.28 11:00",기업 CISO 96% “사이버 복원력 확보 어렵다”,기업 정보보호책임자(CISO) 대다수가 사이버 복원력 확보에 어려움을 겪고 있다는 조사결과가 발표됐다.‘2023 RSA 컨퍼런스’에 참가한 트렐릭스는 정보보호책임자(CISO)의 거의 전부가 사이버공격에 대응하기 위한 노력을 경주하고 있지만 적절한 지원을 받지 못하고 있다는 조사결과를 공유했다. 28일 트렐릭스의 ‘CISO의 마인드’ 보고서에 따르면 조사에 참여한 CISO의 절대다수(96%)가 경영진으로부터 보안 유지에 필요한 지원을 받는데 어려움을 겪고 있다고 답했다. 1/3의 CISO는 숙련된 인재 부족에 대해 언급했다.또 약,https://www.itbiznews.com//news/articleView.html?idxno=97460&page=2&total=1090,오현식,"#사이버 보안,#트렐릭스,#사이버 공격,#사이버 복원력",https://www.cwn.kr./thumbnail/202304/97460_93420_4721_v150.jpg
35,"2023.04.26 14:10",이니텍·발렉스 전자화 문서 서비스 물류체계 구축 협력,이니텍이 특수 물류 전문업체 발렉스와 전자화 문서 서비스 ‘다큐제로’의 안전한 물류체계 구축을 위한 전략적 업무협약을 체결했다고 밝혔다.이번 협약을 통해 이니텍은 발렉스의 보안 물류 특화 제작용 안전 보안 차량과 서비스를 제공받아 다큐제로 운송 서비스의 보안성을 강화할 방침이다.이니텍 다큐제로는 KT 공인전자문서센터와 연계해 전자화 문서 생성부터 보관·열람·다운로드까지 원스톱 진해알 수 있는 KT 블록체인 기술 기반 서비스다. 전자화 문서 생성을 위해서는 고객의 종이문서 운송 작업이 필수 선행돼야 하는데 발렉스의 안전 보안 차량을,https://www.itbiznews.com//news/articleView.html?idxno=97166&page=2&total=1090,오현식,"#이니텍,#공인전자문서보관소,#발렉스,#전자문서,#안전 운송",https://www.cwn.kr./thumbnail/202304/97166_93035_643_v150.jpg
36,"2023.04.25 16:38",스패로우 ‘중소기업 클라우드서비스 보급·확산 사업’ 공급기업 선정,스패로우는 ‘2023년 중소기업 클라우드서비스 보급·확산 사업’의 공급기업으로 선정됐다고 밝혔다. 이 사업은 과학기술정보통신부와 정보통신산업진흥원이 중소기업 업무환경의 디지털 전환을 위해 클라우드 전환·이용료를 지원하는 것이다. 수요 기업 신청은 5월4일까지 클라우드 지원포털에서 가능하며 수요기업으로 선정되면 시큐어코딩·웹취약점 점검 클라우드 서비스인 ‘스패로우 클라우드’를 최대 80% 할인받을 수 있다.스패로우 클라우드는 소스코드 보안 취약점과 웹취약점을 점검할 수 있는 클라우드 기반 보안 서비스(SECaaS)로 행안부 보안약,https://www.itbiznews.com//news/articleView.html?idxno=96980&page=2&total=1090,오현식,"#스패로우,#소스코드 보안,#웹취약점",https://www.cwn.kr./thumbnail/202304/96980_92850_3256_v150.jpg
37,"2023.04.25 11:50",프론테오코리아 디지털 포렌식 AI 솔루션 ‘키빗이그재미너’ 출시,프론테오코리아가 내부 조사·감사 데이터 분석을 위한 차세대 디지털 포렌식 인공지능(AI) 솔루션 ‘키빗이그재미너’를 출시했다고 밝혔다.기존 제품인 ‘릿아이뷰이그재미너’의 포렌식 기술을 고도화한 것으로 데이터 처리 속도와 분류 성능을 향상시킨 점이 특징이라고 이 회사는 소개했다.키빗 이그재미너는 AI엔진을 고도화해 한국어 처리의 정확성을 높였으며 고성능 AI 데이터 해석 능력 등을 강화해 포렌식 역량이 향상됐다. 문서 리뷰 초기 단계에서 학습할 데이터가 충분하지 않더라도 관련성 높은 문서를 기존 보다 더 효율적으로 식별이 가능하다는,https://www.itbiznews.com//news/articleView.html?idxno=97026&page=2&total=1090,오현식,"#디지털 포렌식,#감사,#내부 조사,#데이터 분석,#프론테오코리아",https://www.cwn.kr./thumbnail/202304/97026_92904_3825_v150.jpg
38,"2023.04.23 14:00",로그프레소 LG CNS와 MDR 비즈니스 ‘맞손’,로그프레소와 LG CNS가 MDR(Managed Detection and Response) 기술과 사업협력을 골자로 하는 업무협약을 체결하고 시장 공략에 나선다. 사이버 침해 탐지·대응을 강화하고 기술과 사업의 협업체계를 구축 MDR 시장확대가 목표다.이번 협약에 따라 로그프레소와 LG CNS는 EDR과 NDR 등 다양한 보안 디바이스로부터 수집한 데이터를 기반으로 사이버위협을 탐지할 수 있는 인공지능(AI) 모델을 공동 제작하기로 했다. 공동 개발 AI 모델은 자동 침해 대응에 초점을 맞춰 개발될 예정이다.MDR은 엔드포인트,https://www.itbiznews.com//news/articleView.html?idxno=96833&page=2&total=1090,오현식,"#로그프레소,#MDR,#LG CNS,#사이버 위협,#사이버 보안",https://www.cwn.kr./thumbnail/202304/96833_92716_2931_v150.jpg
39,"2023.04.21 07:45",파수 기업형LLM 출시 예고…생성AI로 보안 강화,파수가 연례 고객 행사인 ‘파수 디지털 인텔리전스(FDI) 2023’를 열고 인공지능(AI) 시대에서의 효율적인 보안과 데이터 관리 전략을 제시했다.‘생성 AI: 애플리케이션 리스크 그리고 데이터’를 주제로 한 이번 행사에는 기업·기관의 CIO CISO를 비롯해 400여명의 고객이 참석해 보안과 데이터 관리에 대한 관심을 보여줬다.FDI 2023 키노트에서 “챗GPT로 주목받고 있는 생성AI를 앞으로 어떻게 활용하냐에 따라 기업의 핵심 경쟁력이 좌우될 것”으로 강조한 조규곤 파수 대표는 “기업들이 제대로 AI를 활용할 수 있도록,https://www.itbiznews.com//news/articleView.html?idxno=96752&page=2&total=1090,오현식,"#파수,#생성AI,#LLM,#FDI 2023,#대규모 언어모델,#사이버 보안",https://www.cwn.kr./thumbnail/202304/96752_92632_3449_v150.jpg
40,"2023.04.20 18:00","""랜섬웨어 줄고 사이버 스파이 활동 늘었다""",맨디언트는 ‘2023 M-트렌드 보고서’를 공개하고 사이버 복원력의 지속적 검증과 전반적인 대응 역량을 지속적으로 강화해야 한다고 강조했다. 맨디언트의 연례보고서 M-트렌드는 글로벌 사이버 공격 보고서로 올해로 14번째로 발간되는 것이다.20일 보고서에 따르면 공격자가 탐지되기 전 표적의 환경에서 머무는 시간의 중앙값으로 산출되는 전세계 공격 지속 시간 중앙값은 전년대비 연속 하락하여 2022년 16일을 기록했다.이는 M-트렌드의 전체 보고 기간 동안 기록된 전 세계 공격 지속 시간 중앙값 중 가장 낮은 수준으로 2021년,https://www.itbiznews.com//news/articleView.html?idxno=96560&page=2&total=1090,오현식,"#맨디언트,#사이버 공격,#사이버 스파이,#멀웨어,#랜섬웨어",https://www.cwn.kr./thumbnail/202304/96560_92522_4748_v150.jpg
41,"2023.04.18 10:43",크레프톤 네이버제트와 합작법인(JV) 설립…‘미글루’ 연내 출시 목표,크래프톤이 네이버제트와 메타버스 플랫폼 사업을 위한 합작법인(JV)을 설립한다.18일 공시자료에 따르면 크래프톤은 이번 합작법인 설립을 위해 타법인 주식 및 출자증권 취득을 결정했다. 총 투자금액은 480억원이며 크래프톤의 취득 예정금액은 408억원 네이버제트의 취득 예정금액은 72억원이다. 취득 후 합작법인의 지분은 크래프톤이 85% 네이버제트가 15%를 보유하게 된다. 이 회사는 북미에 설립되며 사명은 설립 시점에 공개될 예정이다.양사는 지난해부터 웹 3.0에 기반한 메타버스 프로젝트 ‘미글루(Migaloo)’를 추진해왔으,https://www.itbiznews.com//news/articleView.html?idxno=96294&page=3&total=1090,한지선,"#메타버스,#블록체인,#NFT,#콘텐츠,#거래플랫폼,#네이버제트,#크래프톤",https://www.cwn.kr./thumbnail/202304/96294_92183_2612_v150.jpg
42,"2023.04.14 09:00",로그프레소 양봉열 “클라우드 SIEM기업으로 전환 점유율 30% 확대”,로그프레소가 창립 10주년 기념 간담회를 개최열고 클라우드 SIEM 전문기업으로의 비전을 발표했다. 로그프레소는 지난 2013년 설립돼 통합로그관리 통합보안관제 보안운영자동화 플랫폼을 제공하는 보안운영(SecOps) 플랫폼 전문기업이다.13일 열린 간담회에서 양봉열 대표는 “선택과 집중이라는 키워드를 기치로 서비스형 소프트웨어(SaaS) 기업으로 전환하는 여정을 시작했다”며 “올 하반기부터는 로그프레소 클라우드 사업의 구체적인 성과를 확인할 수 있을 것”이라고 말했다.양 대표는 이날 현장에서 올해 매출 목표를 80억원으로 제시,https://www.itbiznews.com//news/articleView.html?idxno=95916&page=3&total=1090,오현식,"#로그프레소,#보안 운영,#SecOps,#통합보안관제,#SIEM",https://www.cwn.kr./thumbnail/202304/95916_91854_479_v150.jpg
43,"2023.04.13 17:00",“공용 충전기 사용 위험하다”…美 FBI 사이버공격 위험성 경고,스마트폰 태블릿PC 등 모바일 기기 이용자가 확산되면서 공공장소에 비치된 공용 충전기 사용자가 늘어난 가운데 미국에서 멀웨어 감염을 이유로 공용 충전기 사용에 주의가 필요하다는 경고가 나왔다.CNBC 보도에 따르면 미국 연방수사국(FBI)은 공공장소에서 무료 충전기 사용에 대한 주의를 당부했다. 공공장소에 비치된 공용 충전기를 통한 멀웨어 감염시도가 증가하고 있다는 것이 공중 무료 충전기 사용 자제를 권고하는 배경이다.스마트폰이 일반화되면서 쇼핑몰 공항 호텔 등에서 무료 공용 충전기가 비치되고 이를 이용해 충전하는 모습은,https://www.itbiznews.com//news/articleView.html?idxno=95799&page=3&total=1090,오현식,"#스마트폰 충전,#사이버 공격,#사이버 범죄,#공용 충전기,#보안 권고",https://www.cwn.kr./thumbnail/202304/95799_91750_4312_v150.jpg
